priority,brand,model,variant,platform,launch_price,official_store,product_url,public_price,gov_price,billion_subsidy_price,evidence_path,review_status,reviewer
HIGH,vivo,vivo S30 Pro mini,12GB+256,tmall,3499.00,,,,,,,pending,
HIGH,vivo,vivo S30 Pro mini,12GB+256,pdd,3499.00,,,,,,,pending,
HIGH,vivo,vivo S30 Pro mini,12GB+512,jd,3799.00,,,,,,,pending,
HIGH,vivo,vivo S30 Pro mini,12GB+512,tmall,3799.00,,,,,,,pending,
HIGH,vivo,vivo S30 Pro mini,12GB+512,pdd,3799.00,,,,,,,pending,
HIGH,vivo,vivo S30 Pro mini,16GB+512,jd,3999.00,,,,,,,pending,
HIGH,vivo,vivo S30 Pro mini,16GB+512,tmall,3999.00,,,,,,,pending,
HIGH,vivo,vivo S30 Pro mini,16GB+512,pdd,3999.00,,,,,,,pending,
HIGH,vivo,vivo Y300,12GB+512,jd,1999.00,,,,,,,pending,
HIGH,vivo,vivo Y300,12GB+512,tmall,1999.00,,,,,,,pending,
HIGH,vivo,vivo Y300,12GB+512,pdd,1999.00,,,,,,,pending,
HIGH,vivo,vivo Y300,12GB+256,jd,1799.00,,,,,,,pending,
HIGH,vivo,vivo Y300,12GB+256,tmall,1799.00,,,,,,,pending,
HIGH,vivo,vivo Y300,12GB+256,pdd,1799.00,,,,,,,pending,
HIGH,vivo,vivo Y300,8GB+256,jd,1599.00,,,,,,,pending,
HIGH,vivo,vivo Y300,8GB+256,tmall,1599.00,,,,,,,pending,
HIGH,vivo,vivo Y300,8GB+256,pdd,1599.00,,,,,,,pending,
HIGH,vivo,vivo Y300,8GB+128,jd,1399.00,,,,,,,pending,
HIGH,vivo,vivo Y300,8GB+128,tmall,1399.00,,,,,,,pending,
HIGH,vivo,vivo Y300,8GB+128,pdd,1399.00,,,,,,,pending,
HIGH,vivo,vivo Y300 Pro,12GB+512,jd,2499.00,,,,,,,pending,
HIGH,vivo,vivo Y300 Pro,12GB+512,tmall,2499.00,,,,,,,pending,
HIGH,vivo,vivo Y300 Pro,12GB+512,pdd,2499.00,,,,,,,pending,
HIGH,vivo,vivo Y300 Pro,12GB+256,jd,2199.00,,,,,,,pending,
HIGH,vivo,vivo Y300 Pro,12GB+256,tmall,2199.00,,,,,,,pending,
HIGH,vivo,vivo Y300 Pro,12GB+256,pdd,2199.00,,,,,,,pending,
HIGH,vivo,vivo Y300 Pro,8GB+256,jd,1999.00,,,,,,,pending,
HIGH,vivo,vivo Y300 Pro,8GB+256,tmall,1999.00,,,,,,,pending,
HIGH,vivo,vivo Y300 Pro,8GB+256,pdd,1999.00,,,,,,,pending,
HIGH,vivo,vivo Y300 Pro,8GB+128,jd,1799.00,,,,,,,pending,
HIGH,vivo,vivo Y300 Pro,8GB+128,tmall,1799.00,,,,,,,pending,
HIGH,vivo,vivo Y300 Pro,8GB+128,pdd,1799.00,,,,,,,pending,
HIGH,vivo,vivo Y300i,12GB+512,jd,1799.00,,,,,,,pending,
HIGH,vivo,vivo Y300i,12GB+512,tmall,1799.00,,,,,,,pending,
HIGH,vivo,vivo Y300i,12GB+512,pdd,1799.00,,,,,,,pending,
HIGH,vivo,vivo Y300i,12GB+256,jd,1599.00,,,,,,,pending,
HIGH,vivo,vivo Y300i,12GB+256,tmall,1599.00,,,,,,,pending,
HIGH,vivo,vivo Y300i,12GB+256,pdd,1599.00,,,,,,,pending,
HIGH,vivo,vivo Y300i,8GB+256,jd,1499.00,,,,,,,pending,
HIGH,vivo,vivo Y300i,8GB+256,tmall,1499.00,,,,,,,pending,
HIGH,vivo,vivo Y300i,8GB+256,pdd,1499.00,,,,,,,pending,
HIGH,vivo,vivo Y300i,8GB+128,jd,1099.00,,,,,,,pending,
HIGH,vivo,vivo Y300i,8GB+128,tmall,1099.00,,,,,,,pending,
HIGH,vivo,vivo Y300i,8GB+128,pdd,1099.00,,,,,,,pending,
HIGH,vivo,iQOO 13,12GB+256,jd,3999.00,,,,,,,pending,
HIGH,vivo,iQOO 13,12GB+256,tmall,3999.00,,,,,,,pending,
HIGH,vivo,iQOO 13,12GB+256,pdd,3999.00,,,,,,,pending,
HIGH,vivo,iQOO 13,12GB+512,jd,4499.00,,,,,,,pending,
HIGH,vivo,iQOO 13,12GB+512,tmall,4499.00,,,,,,,pending,
HIGH,vivo,iQOO 13,12GB+512,pdd,4499.00,,,,,,,pending,
HIGH,vivo,iQOO 13,16GB+256,jd,4299.00,,,,,,,pending,
HIGH,vivo,iQOO 13,16GB+256,tmall,4299.00,,,,,,,pending,
HIGH,vivo,iQOO 13,16GB+256,pdd,4299.00,,,,,,,pending,
HIGH,vivo,iQOO 13,16GB+512,jd,4699.00,,,,,,,pending,
HIGH,vivo,iQOO 13,16GB+512,tmall,4699.00,,,,,,,pending,
HIGH,vivo,iQOO 13,16GB+512,pdd,4699.00,,,,,,,pending,
HIGH,vivo,iQOO 13,16GB+1TB,jd,5199.00,,,,,,,pending,
HIGH,vivo,iQOO 13,16GB+1TB,tmall,5199.00,,,,,,,pending,
HIGH,vivo,iQOO 13,16GB+1TB,pdd,5199.00,,,,,,,pending,
HIGH,vivo,iQOO Neo10,12GB+256,jd,2399.00,,,,,,,pending,
HIGH,vivo,iQOO Neo10,12GB+256,tmall,2399.00,,,,,,,pending,
HIGH,vivo,iQOO Neo10,12GB+256,pdd,2399.00,,,,,,,pending,
HIGH,vivo,iQOO Neo10,12GB+512,jd,2799.00,,,,,,,pending,
HIGH,vivo,iQOO Neo10,12GB+512,tmall,2799.00,,,,,,,pending,
HIGH,vivo,iQOO Neo10,12GB+512,pdd,2799.00,,,,,,,pending,
HIGH,vivo,iQOO Neo10,16GB+256,jd,2599.00,,,,,,,pending,
HIGH,vivo,iQOO Neo10,16GB+256,tmall,2599.00,,,,,,,pending,
HIGH,vivo,iQOO Neo10,16GB+256,pdd,2599.00,,,,,,,pending,
HIGH,vivo,iQOO Neo10,16GB+512,jd,3099.00,,,,,,,pending,
HIGH,vivo,iQOO Neo10,16GB+512,tmall,3099.00,,,,,,,pending,
HIGH,vivo,iQOO Neo10,16GB+512,pdd,3099.00,,,,,,,pending,
HIGH,vivo,iQOO Neo10,16GB+1TB,jd,3599.00,,,,,,,pending,
HIGH,vivo,iQOO Neo10,16GB+1TB,tmall,3599.00,,,,,,,pending,
HIGH,vivo,iQOO Neo10,16GB+1TB,pdd,3599.00,,,,,,,pending,
HIGH,vivo,iQOO Neo10 Pro,12GB+256,jd,3199.00,,,,,,,pending,
HIGH,vivo,iQOO Neo10 Pro,12GB+256,tmall,3199.00,,,,,,,pending,
HIGH,vivo,iQOO Neo10 Pro,12GB+256,pdd,3199.00,,,,,,,pending,
HIGH,vivo,iQOO Neo10 Pro,12GB+512,jd,3499.00,,,,,,,pending,
HIGH,vivo,iQOO Neo10 Pro,12GB+512,tmall,3499.00,,,,,,,pending,
HIGH,vivo,iQOO Neo10 Pro,12GB+512,pdd,3499.00,,,,,,,pending,
HIGH,vivo,iQOO Neo10 Pro,16GB+256,jd,3399.00,,,,,,,pending,
HIGH,vivo,iQOO Neo10 Pro,16GB+256,tmall,3399.00,,,,,,,pending,
HIGH,vivo,iQOO Neo10 Pro,16GB+256,pdd,3399.00,,,,,,,pending,
HIGH,vivo,iQOO Neo10 Pro,16GB+512,jd,3799.00,,,,,,,pending,
HIGH,vivo,iQOO Neo10 Pro,16GB+512,tmall,3799.00,,,,,,,pending,
HIGH,vivo,iQOO Neo10 Pro,16GB+512,pdd,3799.00,,,,,,,pending,
HIGH,vivo,iQOO Neo10 Pro,16GB+1TB,jd,4299.00,,,,,,,pending,
HIGH,vivo,iQOO Neo10 Pro,16GB+1TB,tmall,4299.00,,,,,,,pending,
HIGH,vivo,iQOO Neo10 Pro,16GB+1TB,pdd,4299.00,,,,,,,pending,
HIGH,vivo,iQOO Neo10 Pro+,12GB+256,jd,2999.00,,,,,,,pending,
HIGH,vivo,iQOO Neo10 Pro+,12GB+256,tmall,2999.00,,,,,,,pending,
HIGH,vivo,iQOO Neo10 Pro+,12GB+256,pdd,2999.00,,,,,,,pending,
HIGH,vivo,iQOO Neo10 Pro+,12GB+512,jd,3499.00,,,,,,,pending,
HIGH,vivo,iQOO Neo10 Pro+,12GB+512,tmall,3499.00,,,,,,,pending,
HIGH,vivo,iQOO Neo10 Pro+,12GB+512,pdd,3499.00,,,,,,,pending,
HIGH,vivo,iQOO Neo10 Pro+,16GB+256,jd,3299.00,,,,,,,pending,
HIGH,vivo,iQOO Neo10 Pro+,16GB+256,tmall,3299.00,,,,,,,pending,
HIGH,vivo,iQOO Neo10 Pro+,16GB+256,pdd,3299.00,,,,,,,pending,
HIGH,vivo,iQOO Neo10 Pro+,16GB+512,jd,3699.00,,,,,,,pending,
HIGH,vivo,iQOO Neo10 Pro+,16GB+512,tmall,3699.00,,,,,,,pending,
HIGH,vivo,iQOO Neo10 Pro+,16GB+512,pdd,3699.00,,,,,,,pending,
MEDIUM,vivo,iQOO Neo10 Pro+,16GB+1TB,jd,,,,,,,,pending,
MEDIUM,vivo,iQOO Neo10 Pro+,16GB+1TB,tmall,,,,,,,,pending,
MEDIUM,vivo,iQOO Neo10 Pro+,16GB+1TB,pdd,,,,,,,,pending,
HIGH,vivo,iQOO Z10 Turbo,12GB+256,jd,2699.00,,,,,,,pending,
HIGH,vivo,iQOO Z10 Turbo,12GB+256,tmall,2699.00,,,,,,,pending,
HIGH,vivo,iQOO Z10 Turbo,12GB+256,pdd,2699.00,,,,,,,pending,
HIGH,vivo,iQOO Z10 Turbo,16GB+256,jd,3099.00,,,,,,,pending,
HIGH,vivo,iQOO Z10 Turbo,16GB+256,tmall,3099.00,,,,,,,pending,
HIGH,vivo,iQOO Z10 Turbo,16GB+256,pdd,3099.00,,,,,,,pending,
HIGH,vivo,iQOO Z10 Turbo,12GB+512,jd,3199.00,,,,,,,pending,
HIGH,vivo,iQOO Z10 Turbo,12GB+512,tmall,3199.00,,,,,,,pending,
HIGH,vivo,iQOO Z10 Turbo,12GB+512,pdd,3199.00,,,,,,,pending,
HIGH,vivo,iQOO Z10 Turbo,16GB+512,jd,3599.00,,,,,,,pending,
HIGH,vivo,iQOO Z10 Turbo,16GB+512,tmall,3599.00,,,,,,,pending,
HIGH,vivo,iQOO Z10 Turbo,16GB+512,pdd,3599.00,,,,,,,pending,
HIGH,vivo,iQOO Z10 Turbo Pro,12GB+256,jd,1999.00,,,,,,,pending,
HIGH,vivo,iQOO Z10 Turbo Pro,12GB+256,tmall,1999.00,,,,,,,pending,
HIGH,vivo,iQOO Z10 Turbo Pro,12GB+256,pdd,1999.00,,,,,,,pending,
HIGH,vivo,iQOO Z10 Turbo Pro,12GB+512,jd,2399.00,,,,,,,pending,
HIGH,vivo,iQOO Z10 Turbo Pro,12GB+512,tmall,2399.00,,,,,,,pending,
HIGH,vivo,iQOO Z10 Turbo Pro,12GB+512,pdd,2399.00,,,,,,,pending,
HIGH,vivo,iQOO Z10 Turbo Pro,16GB+256,jd,2199.00,,,,,,,pending,
HIGH,vivo,iQOO Z10 Turbo Pro,16GB+256,tmall,2199.00,,,,,,,pending,
HIGH,vivo,iQOO Z10 Turbo Pro,16GB+256,pdd,2199.00,,,,,,,pending,
HIGH,vivo,iQOO Z10 Turbo Pro,16GB+512,jd,2599.00,,,,,,,pending,
HIGH,vivo,iQOO Z10 Turbo Pro,16GB+512,tmall,2599.00,,,,,,,pending,
HIGH,vivo,iQOO Z10 Turbo Pro,16GB+512,pdd,2599.00,,,,,,,pending,
HIGH,vivo,iQOO Z10x,8GB+128,jd,1499.00,,,,,,,pending,
HIGH,vivo,iQOO Z10x,8GB+128,tmall,1499.00,,,,,,,pending,
HIGH,vivo,iQOO Z10x,8GB+128,pdd,1499.00,,,,,,,pending,
HIGH,vivo,iQOO Z10x,8GB+256,jd,1699.00,,,,,,,pending,
HIGH,vivo,iQOO Z10x,8GB+256,tmall,1699.00,,,,,,,pending,
HIGH,vivo,iQOO Z10x,8GB+256,pdd,1699.00,,,,,,,pending,
HIGH,vivo,iQOO Z10x,12GB+256,jd,1899.00,,,,,,,pending,
HIGH,vivo,iQOO Z10x,12GB+256,tmall,1899.00,,,,,,,pending,
HIGH,vivo,iQOO Z10x,12GB+256,pdd,1899.00,,,,,,,pending,
HIGH,vivo,iQOO Z10x,12GB+512,jd,2099.00,,,,,,,pending,
HIGH,vivo,iQOO Z10x,12GB+512,tmall,2099.00,,,,,,,pending,
HIGH,vivo,iQOO Z10x,12GB+512,pdd,2099.00,,,,,,,pending,
MEDIUM,realme,真我15T,12GB+512,jd,,,,,,,,pending,
MEDIUM,realme,真我15T,12GB+512,tmall,,,,,,,,pending,
MEDIUM,realme,真我15T,12GB+512,pdd,,,,,,,,pending,
MEDIUM,realme,真我15,16GB+256,jd,,,,,,,,pending,
MEDIUM,realme,真我15,16GB+256,tmall,,,,,,,,pending,
MEDIUM,realme,真我15,16GB+256,pdd,,,,,,,,pending,
MEDIUM,realme,真我V70s,8GB+256,jd,,,,,,,,pending,
MEDIUM,realme,真我V70s,8GB+256,tmall,,,,,,,,pending,
MEDIUM,realme,真我V70s,8GB+256,pdd,,,,,,,,pending,
MEDIUM,realme,真我Neo7,16GB+1TB,jd,,,,,,,,pending,
MEDIUM,realme,真我Neo7,16GB+1TB,tmall,,,,,,,,pending,
MEDIUM,realme,真我Neo7,16GB+1TB,pdd,,,,,,,,pending,
MEDIUM,realme,真我GT Neo6,16GB+1TB,jd,,,,,,,,pending,
MEDIUM,realme,真我GT Neo6,16GB+1TB,tmall,,,,,,,,pending,
MEDIUM,realme,真我GT Neo6,16GB+1TB,pdd,,,,,,,,pending,
MEDIUM,三星,Samsung Galaxy S25 Edge,12GB+256,jd,,,,,,,,pending,
MEDIUM,三星,Samsung Galaxy S25 Edge,12GB+256,tmall,,,,,,,,pending,
MEDIUM,三星,Samsung Galaxy S25 Edge,12GB+256,pdd,,,,,,,,pending,
MEDIUM,三星,Samsung Galaxy S25 Edge,12GB+512,jd,,,,,,,,pending,
MEDIUM,三星,Samsung Galaxy S25 Edge,12GB+512,tmall,,,,,,,,pending,
MEDIUM,三星,Samsung Galaxy S25 Edge,12GB+512,pdd,,,,,,,,pending,
MEDIUM,三星,Samsung Galaxy Z Fold7,12GB+256,jd,,,,,,,,pending,
MEDIUM,三星,Samsung Galaxy Z Fold7,12GB+256,tmall,,,,,,,,pending,
MEDIUM,三星,Samsung Galaxy Z Fold7,12GB+256,pdd,,,,,,,,pending,
MEDIUM,三星,Samsung Galaxy Z Fold7,12GB+512,jd,,,,,,,,pending,
MEDIUM,三星,Samsung Galaxy Z Fold7,12GB+512,tmall,,,,,,,,pending,
MEDIUM,三星,Samsung Galaxy Z Fold7,12GB+512,pdd,,,,,,,,pending,
MEDIUM,三星,Samsung Galaxy Z Fold7,16GB+1TB,jd,,,,,,,,pending,
MEDIUM,三星,Samsung Galaxy Z Fold7,16GB+1TB,tmall,,,,,,,,pending,
MEDIUM,三星,Samsung Galaxy Z Fold7,16GB+1TB,pdd,,,,,,,,pending,
MEDIUM,三星,Samsung Galaxy Z Flip7,12GB+256,jd,,,,,,,,pending,
MEDIUM,三星,Samsung Galaxy Z Flip7,12GB+256,tmall,,,,,,,,pending,
MEDIUM,三星,Samsung Galaxy Z Flip7,12GB+256,pdd,,,,,,,,pending,
MEDIUM,三星,Samsung Galaxy Z Flip7,12GB+512,jd,,,,,,,,pending,
MEDIUM,三星,Samsung Galaxy Z Flip7,12GB+512,tmall,,,,,,,,pending,
MEDIUM,三星,Samsung Galaxy Z Flip7,12GB+512,pdd,,,,,,,,pending,
MEDIUM,三星,Samsung Galaxy Z Fold8 Ultra,12GB+256,jd,,,,,,,,pending,
MEDIUM,三星,Samsung Galaxy Z Fold8 Ultra,12GB+256,tmall,,,,,,,,pending,
MEDIUM,三星,Samsung Galaxy Z Fold8 Ultra,12GB+256,pdd,,,,,,,,pending,
MEDIUM,三星,Samsung Galaxy Z Fold8 Ultra,12GB+512,jd,,,,,,,,pending,
MEDIUM,三星,Samsung Galaxy Z Fold8 Ultra,12GB+512,tmall,,,,,,,,pending,
MEDIUM,三星,Samsung Galaxy Z Fold8 Ultra,12GB+512,pdd,,,,,,,,pending,
MEDIUM,三星,Samsung Galaxy Z Fold8 Ultra,16GB+1TB,jd,,,,,,,,pending,
MEDIUM,三星,Samsung Galaxy Z Fold8 Ultra,16GB+1TB,tmall,,,,,,,,pending,
MEDIUM,三星,Samsung Galaxy Z Fold8 Ultra,16GB+1TB,pdd,,,,,,,,pending,
MEDIUM,魅族,魅族 21 PRO,12GB+256,jd,,,,,,,,pending,
MEDIUM,魅族,魅族 21 PRO,12GB+256,tmall,,,,,,,,pending,
MEDIUM,魅族,魅族 21 PRO,12GB+256,pdd,,,,,,,,pending,
